Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Exports,Upland Cotton,Crops,Thousand bales,Market year,2018/19,14850
Exports,Upland Cotton,Crops,Thousand bales,Market year,2019/20,16500
Exports,Upland Cotton,Crops,Thousand bales,Market year,2020/21,16000
Exports,Upland Cotton,Crops,Thousand bales,Market year,2021/22,16100
Exports,Upland Cotton,Crops,Thousand bales,Market year,2022/23,16200
Exports,Upland Cotton,Crops,Thousand bales,Market year,2023/24,16350
Exports,Upland Cotton,Crops,Thousand bales,Market year,2024/25,16550
Exports,Upland Cotton,Crops,Thousand bales,Market year,2025/26,16850
Exports,Upland Cotton,Crops,Thousand bales,Market year,2026/27,17150
Exports,Upland Cotton,Crops,Thousand bales,Market year,2027/28,17450
Exports,Upland Cotton,Crops,Thousand bales,Market year,2028/29,17750
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2017/18,0.68
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2018/19,0.73
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2019/20,0.7
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2020/21,0.7
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2021/22,0.71
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2022/23,0.72
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2023/24,0.73
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2024/25,0.74
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2025/26,0.75
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2026/27,0.76
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2027/28,0.77
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2028/29,0.78
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2017/18,10.85
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2018/19,10.87
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2019/20,12.1
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2020/21,10.9
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2021/22,10.9
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2022/23,10.9
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2023/24,11
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2024/25,11.1
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2025/26,11.2
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2026/27,11.3
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2027/28,11.4
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2028/29,11.5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2017/18,1
Imports,Upland Cotton,Crops,Thousand bales,Market year,2018/19,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2019/20,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2020/21,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2021/22,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2022/23,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2023/24,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2024/25,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2025/26,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2026/27,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2027/28,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2028/29,5
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2017/18,0.4949
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2018/19,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2019/20,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2020/21,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2021/22,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2022/23,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2023/24,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2024/25,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2025/26,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2026/27,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2027/28,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2028/29,0.52
Planted acres,Upland Cotton,Crops,Million acres,Market year,2017/18,12.36
Planted acres,Upland Cotton,Crops,Million acres,Market year,2018/19,13.8
Planted acres,Upland Cotton,Crops,Million acres,Market year,2019/20,13.5
Planted acres,Upland Cotton,Crops,Million acres,Market year,2020/21,12.5
Planted acres,Upland Cotton,Crops,Million acres,Market year,2021/22,12.4
Planted acres,Upland Cotton,Crops,Million acres,Market year,2022/23,12.5
Planted acres,Upland Cotton,Crops,Million acres,Market year,2023/24,12.6
Planted acres,Upland Cotton,Crops,Million acres,Market year,2024/25,12.7
Planted acres,Upland Cotton,Crops,Million acres,Market year,2025/26,12.8
Planted acres,Upland Cotton,Crops,Million acres,Market year,2026/27,12.9
Planted acres,Upland Cotton,Crops,Million acres,Market year,2027/28,13
Planted acres,Upland Cotton,Crops,Million acres,Market year,2028/29,13.1
Production,Upland Cotton,Crops,Thousand bales,Market year,2017/18,20223
Production,Upland Cotton,Crops,Thousand bales,Market year,2018/19,18992
Production,Upland Cotton,Crops,Thousand bales,Market year,2019/20,21400
Production,Upland Cotton,Crops,Thousand bales,Market year,2020/21,19500
Production,Upland Cotton,Crops,Thousand bales,Market year,2021/22,19400
Production,Upland Cotton,Crops,Thousand bales,Market year,2022/23,19700
Production,Upland Cotton,Crops,Thousand bales,Market year,2023/24,20000
Production,Upland Cotton,Crops,Thousand bales,Market year,2024/25,20200
Production,Upland Cotton,Crops,Thousand bales,Market year,2025/26,20500
Production,Upland Cotton,Crops,Thousand bales,Market year,2026/27,20800
Production,Upland Cotton,Crops,Thousand bales,Market year,2027/28,21100
Production,Upland Cotton,Crops,Thousand bales,Market year,2028/29,21400
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2017/18,254
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2018/19,282
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2019/20,254
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2020/21,253
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2021/22,262
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2022/23,270
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2023/24,278
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2024/25,285
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2025/26,293
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2026/27,301
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2027/28,308
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2028/29,315
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2017/18,22.8
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2018/19,26.4
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2019/20,31
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2020/21,31.5
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2021/22,30.1
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2022/23,29.7
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2023/24,30
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2024/25,30.3
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2025/26,30.3
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2026/27,30.4
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2027/28,30.5
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2028/29,30.5
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2017/18,22910
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2018/19,23194
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2019/20,26211
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2020/21,25666
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2021/22,25521
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2022/23,25576
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2023/24,25831
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2024/25,26136
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2025/26,26541
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2026/27,26946
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2027/28,27351
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2028/29,27756
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2017/18,18409
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2018/19,18220
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2019/20,19900
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2020/21,19400
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2021/22,19500
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2022/23,19600
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2023/24,19750
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2024/25,19950
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2025/26,20250
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2026/27,20550
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2027/28,20850
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2028/29,21150
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2017/18,435
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2018/19,445
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2019/20,448
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2020/21,454
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2021/22,460
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2022/23,467
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2023/24,473
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2024/25,479
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2025/26,485
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2026/27,491
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2027/28,497
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2028/29,504
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2017/18,0.49
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2018/19,0.5
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2019/20,0.53
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2020/21,0.53
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2021/22,0.53
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2022/23,0.54
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2023/24,0.54
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2024/25,0.55
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2025/26,0.55
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2026/27,0.55
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2027/28,0.56
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2028/29,0.56
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2017/18,895
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2018/19,887
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2019/20,850
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2020/21,855
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2021/22,860
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2022/23,865
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2023/24,870
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2024/25,875
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2025/26,880
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2026/27,885
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2027/28,890
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2028/29,895
Beginning stocks,Wheat,Crops,Million bushels,Market year,2017/18,1181
Beginning stocks,Wheat,Crops,Million bushels,Market year,2018/19,1099
Beginning stocks,Wheat,Crops,Million bushels,Market year,2019/20,956
Beginning stocks,Wheat,Crops,Million bushels,Market year,2020/21,933
Beginning stocks,Wheat,Crops,Million bushels,Market year,2021/22,946
Beginning stocks,Wheat,Crops,Million bushels,Market year,2022/23,948
Beginning stocks,Wheat,Crops,Million bushels,Market year,2023/24,939
Beginning stocks,Wheat,Crops,Million bushels,Market year,2024/25,942
Beginning stocks,Wheat,Crops,Million bushels,Market year,2025/26,959
Beginning stocks,Wheat,Crops,Million bushels,Market year,2026/27,953
Beginning stocks,Wheat,Crops,Million bushels,Market year,2027/28,960
Beginning stocks,Wheat,Crops,Million bushels,Market year,2028/29,959
Domestic,Wheat,Crops,Million bushels,Market year,2017/18,1078
Domestic,Wheat,Crops,Million bushels,Market year,2018/19,1142
Domestic,Wheat,Crops,Million bushels,Market year,2019/20,1163
Domestic,Wheat,Crops,Million bushels,Market year,2020/21,1166
Domestic,Wheat,Crops,Million bushels,Market year,2021/22,1169
Domestic,Wheat,Crops,Million bushels,Market year,2022/23,1173
Domestic,Wheat,Crops,Million bushels,Market year,2023/24,1177
Domestic,Wheat,Crops,Million bushels,Market year,2024/25,1180
Domestic,Wheat,Crops,Million bushels,Market year,2025/26,1184
Domestic,Wheat,Crops,Million bushels,Market year,2026/27,1188
Domestic,Wheat,Crops,Million bushels,Market year,2027/28,1192
Domestic,Wheat,Crops,Million bushels,Market year,2028/29,1196
Ending stocks,Wheat,Crops,Million bushels,Market year,2017/18,1099
Ending stocks,Wheat,Crops,Million bushels,Market year,2018/19,956
Ending stocks,Wheat,Crops,Million bushels,Market year,2019/20,933
Ending stocks,Wheat,Crops,Million bushels,Market year,2020/21,946
Ending stocks,Wheat,Crops,Million bushels,Market year,2021/22,948
Ending stocks,Wheat,Crops,Million bushels,Market year,2022/23,939
Ending stocks,Wheat,Crops,Million bushels,Market year,2023/24,942
Ending stocks,Wheat,Crops,Million bushels,Market year,2024/25,959
Ending stocks,Wheat,Crops,Million bushels,Market year,2025/26,953
Ending stocks,Wheat,Crops,Million bushels,Market year,2026/27,960
Ending stocks,Wheat,Crops,Million bushels,Market year,2027/28,959
Ending stocks,Wheat,Crops,Million bushels,Market year,2028/29,945
Exports,Wheat,Crops,Million bushels,Market year,2017/18,901
Exports,Wheat,Crops,Million bushels,Market year,2018/19,1025
Exports,Wheat,Crops,Million bushels,Market year,2019/20,1050
Exports,Wheat,Crops,Million bushels,Market year,2020/21,1000
Exports,Wheat,Crops,Million bushels,Market year,2021/22,1000
Exports,Wheat,Crops,Million bushels,Market year,2022/23,1000
Exports,Wheat,Crops,Million bushels,Market year,2023/24,1000
Exports,Wheat,Crops,Million bushels,Market year,2024/25,1000
Exports,Wheat,Crops,Million bushels,Market year,2025/26,1000
Exports,Wheat,Crops,Million bushels,Market year,2026/27,1000
Exports,Wheat,Crops,Million bushels,Market year,2027/28,1000
Exports,Wheat,Crops,Million bushels,Market year,2028/29,1025
Farm price,Wheat,Crops,Dollars per bushel,Market year,2017/18,4.72
Farm price,Wheat,Crops,Dollars per bushel,Market year,2018/19,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2019/20,5.2
Farm price,Wheat,Crops,Dollars per bushel,Market year,2020/21,5.2
Farm price,Wheat,Crops,Dollars per bushel,Market year,2021/22,5.3
Farm price,Wheat,Crops,Dollars per bushel,Market year,2022/23,5.4
Farm price,Wheat,Crops,Dollars per bushel,Market year,2023/24,5.4
Farm price,Wheat,Crops,Dollars per bushel,Market year,2024/25,5.2
Farm price,Wheat,Crops,Dollars per bushel,Market year,2025/26,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2026/27,5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2027/28,5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2028/29,5
Feed & residual,Wheat,Crops,Million bushels,Market year,2017/18,50
Feed & residual,Wheat,Crops,Million bushels,Market year,2018/19,110
